id,primary,yearpublished,minplayers,maxplayers,playingtime,minage,owned,trading,wanting,wishing,average,bayes_average,users_rated,is_popular
113312,Grill Party,2012,2,5,30,10,183,11,5,18,5.47,5.493,124,0
165797,Der unendliche Fluss,2014,2,4,15,6,269,4,14,32,5.95,5.528,124,0
272538,1828,2018,3,5,420,16,115,0,37,89,8.23,5.693,124,1
80934,Cité,2010,3,4,60,10,286,27,10,44,6.13,5.53,124,0
28004,Legendary Dungeoneer: Wrath of the Serpent Goddess,2007,2,4,60,12,609,22,35,87,6.73,5.58,124,1
175867,[microfilms],2015,2,6,30,12,540,49,1,30,5.93,5.524,124,0
9079,Das kaufmännische Talent,1936,3,6,90,8,290,9,0,2,4.86,5.452,124,0
5155,Dorada,1988,2,4,20,12,219,8,4,12,6.17,5.546,124,0
254846,Peanut Club,2018,3,6,20,8,222,2,4,29,6.76,5.577,124,1
222951,Mini WWII,2018,2,4,120,10,252,17,33,129,7.2,5.602,124,1
271756,Dice Academy,2019,2,6,15,8,253,1,3,30,6.24,5.545,124,0
4516,Ragnarok: The Twilight of the Gods,1981,2,2,120,12,511,22,14,50,5.78,5.511,124,0
38038,UNO Flash,2007,3,6,10,7,283,8,0,14,6.01,5.528,124,0
10946,The American Civil War,1974,2,2,240,12,557,26,4,26,5.97,5.524,124,0
245090,Black Jacky,2018,2,6,20,10,328,10,5,10,6.27,5.548,124,0
150012,No Retreat!: Polish & French Fronts,2018,0,2,180,14,623,17,24,98,7.75,5.637,124,1
27291,AtmosFear: Khufu – The Mummy,2006,3,6,45,0,319,9,20,50,5.79,5.503,124,0
3162,Invasion of the Air-eaters,1979,2,2,90,10,462,19,10,47,6.3,5.556,124,0
260156,Ocean Crisis,2019,2,5,60,8,428,13,24,143,6.99,5.597,124,1
954,Pony Express,1991,2,6,60,12,261,29,3,8,5.31,5.489,124,0
170909,Caçadores da Galáxia,2015,2,4,180,14,214,10,2,25,7.69,5.621,124,1
118177,Connections,2012,1,4,20,8,196,8,13,39,6.37,5.562,124,0
2189,Pfusch,1992,2,5,30,8,270,16,16,31,6.12,5.539,124,0
18041,Bunco Party,2004,2,12,60,8,371,22,0,4,3.55,5.37,124,0
25972,Victory at Sea: World War II Naval Combat Game,2006,2,2,360,12,286,6,6,34,6.79,5.578,123,1
36229,Toboggans of Doom,2008,2,4,30,8,245,28,3,17,4.6,5.433,123,0
3127,Age of Empires: Expandable Card Game,2000,2,4,360,12,257,30,21,44,5.95,5.504,123,0
8702,1807: The Eagles Turn East,1994,2,2,360,12,476,15,9,24,7.02,5.583,123,1
130556,Shark Attacks!,2012,2,6,20,10,159,3,2,15,6.1,5.542,123,0
4215,One-Page Bulge,1980,2,2,120,12,364,14,7,24,6.15,5.54,123,0
223167,Secret Unknown Stuff: Escape from Dulce,2018,1,5,180,14,280,6,41,130,7.98,5.621,123,1
1749,Alien Hotshots,1998,2,4,20,8,325,27,2,6,4.67,5.44,123,0
34948,All Queens Chess,2008,2,2,10,5,282,5,4,19,6.05,5.527,123,0
182953,Rory's Story Cubes: Fright,2015,1,12,20,6,503,4,12,73,6.82,5.585,123,1
255697,Penk!,2018,2,4,20,8,191,6,2,25,6.09,5.539,123,0
200170,Myth: Dark Frontier,2017,2,4,180,10,388,15,39,144,7.26,5.609,123,1
38328,The Looney Bin,2008,3,7,30,9,252,24,8,53,6.22,5.505,123,0
66080,"The Lost Cause: The American Civil War, 1861-1865",2010,1,1,90,14,324,9,73,149,7.33,5.609,123,1
215503,Conejos en el Huerto,2016,2,4,40,8,168,4,3,39,7.35,5.602,123,1
3247,Planet Busters,1982,2,4,60,10,330,19,9,13,5.85,5.516,123,0
289566,Hunted: Kobayashi Tower,2021,1,2,25,14,500,15,21,92,6.91,5.59,123,1
132203,What Do You Meme?,2012,3,6,90,18,460,3,2,15,5.03,5.464,123,0
327793,30 Monedas,2021,1,2,30,16,331,6,2,22,7.84,5.645,123,1
143509,Bluff in Zoo,2013,2,6,20,8,109,1,4,21,6.33,5.556,123,0
244305,Coral Islands,2019,1,4,45,8,365,19,16,112,6.05,5.534,123,0
236125,Nights of Fire: Battle for Budapest,2019,1,3,90,14,648,24,62,267,7.31,5.611,123,1
657,Münchhausen,1996,3,8,30,8,187,7,7,20,5.88,5.52,123,0
8666,Days of Decision,1990,2,7,360,12,359,21,2,11,6.33,5.551,123,0
180208,Witkacy,2015,2,4,30,6,170,6,3,24,5.59,5.51,123,0
29383,GD '42: Grossdeutschland,2009,1,2,360,12,614,15,23,94,7.85,5.641,123,1
2148,Huzzah!,1997,3,8,60,10,391,18,4,6,5.43,5.493,123,0
245629,Atlantica,2018,2,5,0,8,275,5,2,36,6.92,5.591,123,1
18891,Raceway 57,2005,2,5,60,8,329,49,2,12,5.65,5.509,123,0
179661,KINMO,2015,2,10,25,10,181,1,3,39,7.43,5.613,123,1
7838,Emmerlaus Duel of Mages,1996,2,10,15,12,225,9,1,6,6.13,5.521,123,0
12134,This Hallowed Ground,1998,2,6,360,14,367,10,42,79,7.96,5.644,123,1
2566,Die Erbtante,1997,3,5,30,10,557,60,0,9,5.19,5.475,123,0
84088,Fauna Junior,2010,2,4,30,6,196,4,19,53,6.83,5.588,123,1
46669,1914: Offensive à outrance,2013,2,4,17280,0,709,9,30,120,7.95,5.64,123,1
239465,Ski Tour: Biathlon,2020,2,5,85,8,254,4,14,82,7.12,5.59,123,1
25749,Gangster,2006,2,4,25,9,199,7,2,12,6.01,5.533,123,0
1953,Mystic War,1992,3,8,90,10,291,31,6,14,5.83,5.518,123,0
2002,Magical Maze,1994,2,4,20,6,262,14,5,7,5.31,5.482,123,0
15274,La Bataille de la Moscowa,1975,2,2,1000,16,403,22,11,25,7.8,5.633,123,1
20829,Keesdrow,2005,2,6,60,8,297,20,4,19,6.42,5.559,123,0
6516,Titan Legions,1994,2,2,240,12,273,6,14,38,6.73,5.579,123,1
3189,BAS-KET,1938,2,2,30,5,162,14,3,11,5.44,5.49,123,0
185241,Victory & Glory: Napoleon,2017,1,2,120,10,300,14,33,148,7.24,5.598,123,1
227018,7 pecados,2017,2,6,30,10,200,4,2,17,5.97,5.514,123,0
280201,Troia,2019,2,2,40,10,221,4,11,87,6.78,5.584,122,1
65581,Hamunaptra: Aventures dans la Grande Pyramide,2010,2,8,60,8,238,12,3,23,5.36,5.484,122,0
177160,Frontier Stations,2015,3,6,90,13,238,17,32,111,6.65,5.577,122,1
318079,Misión Marte,2020,1,6,15,8,341,1,4,28,6.79,5.575,122,1
183405,Ember: The Magical Card Game,2016,2,5,30,12,335,17,4,23,6.75,5.543,122,1
67123,Tank on Tank,2010,1,2,60,10,249,8,28,79,6.77,5.576,122,1
102631,Tinco,2011,3,6,20,10,252,2,0,14,6.85,5.563,122,1
12544,Dungeons & Dragons Adventure Game: Diablo II Edition,2000,2,6,30,10,331,27,19,77,5.47,5.49,122,0
143416,Gothic Doctor,2015,2,4,25,12,259,17,7,31,6.79,5.574,122,1
77361,Photo Party,2010,6,15,20,8,331,7,6,25,6.62,5.575,122,1
125395,Zombies!!! The Card Game,2012,2,6,60,13,464,22,3,40,5.4,5.484,122,0
157083,Dragon Valley,2014,2,4,20,6,350,27,3,23,5.31,5.486,122,0
29653,The Very Hungry Caterpillar Game,2006,2,4,15,3,297,8,0,3,3.75,5.383,122,0
3152,Star Wars: Starfighter Battle Book,1989,2,2,10,10,295,6,45,68,6.55,5.569,122,1
274688,Board Game Cafe Frenzy,2019,2,5,60,10,292,16,13,61,6.36,5.539,122,0
38923,"The God Kings: Warfare at the Dawn of Civilization, 1500 – 1260BC",2012,2,4,480,0,400,13,51,172,6.79,5.584,122,1
7993,Pole Position,1989,2,5,60,10,203,12,1,13,6.23,5.551,122,0
143255,Goblins vs Zombies,2013,1,3,15,7,267,24,18,81,6.43,5.558,122,0
17863,The Western Front: 1914 to 1918,2004,2,2,360,12,579,12,39,109,7.95,5.642,122,1
41837,Force on Force: Modern Wargaming Rules,2009,2,2,60,14,322,7,7,19,7.34,5.614,122,1
5428,Mad Gab Card Game,2000,2,10,20,10,532,18,2,12,4.78,5.451,122,0
223327,Someone Has Died,2016,3,6,45,0,372,5,15,106,7.19,5.597,122,1
163983,Squirrel or Die,2014,2,4,20,11,335,11,2,29,6.46,5.547,122,0
16538,The Battle of Five Armies,2005,2,2,120,10,345,7,53,76,7.05,5.59,122,1
218236,Metal Mania,2017,2,5,60,10,289,8,2,40,5.78,5.51,122,0
286001,Dwar7s Duel,2019,2,2,30,13,660,65,3,15,5.67,5.509,122,0
155464,"The Walking Dead ""Don\'t Look Back"" Dice Game",2014,1,4,30,0,462,31,8,28,5.06,5.468,122,0
3677,Ultimatum: A Game of Nuclear Confrontation,1979,2,2,240,12,359,29,15,41,5.7,5.509,122,0
248909,Wurst Case Scenario,2018,2,6,15,8,197,5,1,18,6.45,5.555,122,0
265226,Mint Tin Mini Skulduggery,2018,1,4,25,8,277,4,10,38,7.94,5.598,122,1
13016,"White Death: Velikiye Luki, The Stalingrad of the North",1979,2,2,240,12,411,15,20,43,7.64,5.626,122,1
131457,Septikon: Uranium Wars,2012,2,2,45,10,288,17,13,85,6.39,5.554,122,0
334065,Verdant,2022,1,5,45,10,184,0,53,621,7.37,5.618,122,1
133518,"Blue Cross, White Ensign",2014,1,4,360,0,807,15,21,71,7.51,5.63,122,1
5166,Express Monopoly Card Game,1993,2,4,20,8,351,21,2,9,5.05,5.465,122,0
256685,Pandemain: Traditional Farmers' Bread,2021,1,4,120,12,270,6,16,110,7.73,5.63,122,1
285071,Ugly Christmas Sweaters,2020,2,4,60,8,380,9,32,150,7.24,5.602,122,1
140682,Czas Honoru: Operacja Most III,2013,2,2,30,12,286,27,4,30,6.39,5.553,122,0
129307,"Congo Merc: The Congo, 1964",2012,1,1,30,12,354,14,11,53,6.32,5.553,122,0
6474,L-Game,1968,2,2,10,0,189,9,1,13,4.97,5.464,122,0
280281,Sinister Six,2019,3,6,45,14,487,25,6,118,5.84,5.504,122,0
257415,Dreams of Tomorrow,2019,1,6,45,8,392,21,16,106,6.41,5.559,122,0
18246,Island Of D,2005,1,1,30,7,223,1,15,103,6.31,5.541,122,0
5107,Pyramid: Home Game,1974,3,4,30,10,366,16,1,9,6.17,5.54,122,0
148264,"Operation Battleaxe:  Wavell vs. Rommel, 1941",2013,2,2,120,12,394,12,35,94,7.2,5.614,122,1
194960,Brain Games,2015,3,6,30,14,480,14,0,8,5.02,5.471,122,0
279348,Cutthroat Caverns: Anniversary Edition,2019,3,6,90,14,416,13,21,145,7.27,5.62,122,1
14191,¥€$ (YES),2004,2,6,30,8,243,14,1,4,4.66,5.437,122,0
194078,Operation Mercury: The Invasion of Crete,2017,2,2,1710,0,655,22,25,99,8.1,5.647,122,1
270227,"Oh, Fox!",2019,2,4,20,8,173,6,12,96,6.53,5.56,122,1
6926,Viking Raiders,1987,2,6,240,12,391,8,26,55,7.14,5.6,122,1
192345,Keskifé?,2016,4,16,15,8,284,4,3,14,6.3,5.549,122,0
73228,Hecho,2010,2,6,20,8,273,32,0,7,5.07,5.465,121,0
55842,Namibia,2010,3,4,120,12,172,12,34,66,6.19,5.548,121,0
3815,"World War II: European Theater of Operations, 1939-45",1973,2,6,240,12,354,18,8,14,5.86,5.518,121,0
6503,Harpoon: Captain's Edition,1990,2,4,90,10,370,25,5,15,6.13,5.535,121,0
2510,Playboss,1969,3,9,180,16,464,28,3,12,6.24,5.546,121,0
183452,Quickpick: Island of Monster Masks,2015,3,8,0,4,159,9,3,24,6.46,5.54,121,0
13520,La Bataille d'Albuera: Espagnol,1987,1,2,1800,12,488,20,14,26,7.34,5.603,121,1
35546,Aronda,2008,2,2,20,0,57,2,6,27,5.83,5.524,121,0
38462,Palago,2008,2,2,15,0,169,5,22,57,6.55,5.567,121,1
9132,18C2C: Manifest Destiny,2003,2,6,600,14,117,0,50,88,7.51,5.633,121,1
238221,Kampf gegen das Spiessertum,2017,3,10,500,18,266,1,2,21,7.16,5.584,121,1
7828,Eagles of the Empire: Preussisch-Eylau,1999,2,2,180,12,443,24,9,30,6.71,5.576,121,1
214343,Fantastic Gymnastics,2016,1,99,30,8,232,7,4,12,5.4,5.49,121,0
2502,Global Survival,1992,2,8,300,14,182,27,3,5,1.97,5.261,121,0
8707,"Jacob Marley, Esq.",2004,3,6,90,10,366,15,4,13,6.25,5.549,121,0
228142,Tales & Games: Jack & the Beanstalk,2017,2,5,20,7,389,10,17,72,6.59,5.568,121,1
132407,Stone & Relic,2013,2,4,30,0,432,51,6,27,6.4,5.561,121,0
9725,Monopoly: National Parks Edition,1998,2,8,120,8,369,11,4,9,5.16,5.465,121,0
11394,Shopping List,1995,2,4,15,3,264,1,1,10,5.64,5.505,121,0
284446,Wonder Tales,2019,2,2,30,8,402,8,8,44,7.37,5.621,121,1
7563,Jaws,1975,2,4,45,5,116,3,17,35,5.03,5.461,121,0
6938,"Global War: The War Against Germany and Japan, 1939-45",1975,2,5,360,12,305,16,8,25,5.86,5.505,121,0
66695,Sumoku,2010,1,8,15,9,390,16,7,32,6.0,5.529,121,0
241731,Rick and Morty: The Ricks Must Be Crazy Multiverse Game,2018,2,4,45,17,652,35,6,65,6.04,5.536,121,0
181616,8-28,2015,3,6,30,8,183,6,0,11,5.36,5.49,121,0
5423,Bible Trivia,1984,2,12,60,8,253,10,1,7,4.99,5.465,121,0
156836,De Mol,2014,3,6,45,12,370,11,2,7,6.12,5.537,121,0
274735,13 Sheep,2019,1,10,8,8,201,1,2,49,6.49,5.559,121,0
203265,Cortex Challenge KIDS,2016,2,6,30,6,305,2,0,8,6.31,5.547,121,0
186945,O.P. Arena,2019,2,6,45,13,190,10,9,82,7.15,5.601,121,1
235247,Jim Henson's The Dark Crystal: Board Game,2018,2,4,120,14,915,12,9,84,5.42,5.484,121,0
105024,Israeli Air Force Leader,2017,1,1,60,12,482,6,41,131,7.99,5.64,121,1
194229,Mad Science Foundation,2016,2,4,45,15,492,41,7,46,6.45,5.557,121,0
284751,Armata Strigoi,2019,2,5,90,14,323,8,9,112,6.64,5.56,121,1
91394,Ring-A-Ding-Ding,2011,2,6,10,4,201,2,3,17,5.66,5.511,121,0
133425,Quartett,0,3,0,0,3,950,5,0,7,4.45,5.425,121,0
477,The Broadway Game,1981,2,6,120,12,238,23,8,17,6.44,5.556,121,0
264858,Moonshine Empire,2021,1,4,90,10,423,6,18,120,7.5,5.558,121,1
471,Totem,1995,2,4,90,10,288,23,3,9,5.5,5.493,121,0
3053,Bonaparte in Italy,1979,2,2,180,16,420,10,16,38,7.18,5.597,121,1
3194,Dots,1998,2,6,20,10,286,20,5,10,5.03,5.469,121,0
173666,Renaissance Wars,2015,2,4,90,12,257,25,6,43,6.44,5.531,121,0
145381,The Outcast Heroes,2013,2,4,30,10,262,20,4,38,6.16,5.539,121,0
180489,Los Aprendices,2015,2,4,60,10,220,15,2,26,5.76,5.51,121,0
204141,Cat Town,2016,2,4,30,8,235,10,20,113,6.0,5.526,121,0
152955,DogFight WW1,2013,2,2,30,8,283,11,6,10,3.92,5.383,121,0
1622,Strata 5,1984,2,4,60,10,405,35,1,17,5.77,5.514,121,0
310610,Sherlock Far West: La Mina Maldita,2020,1,8,60,10,320,9,0,15,7.12,5.607,121,1
3670,Battlewagon,1981,2,6,60,10,333,14,9,31,6.36,5.551,121,0
2383,Blue Line Hockey,1968,2,2,45,8,421,55,6,25,5.6,5.499,121,0
31057,Easy School,2007,3,5,30,8,221,21,3,12,5.61,5.489,121,0
274230,Corsairs of Valeria,2020,2,5,20,8,445,18,15,51,6.31,5.55,120,0
180204,1857,2015,3,6,240,0,178,0,64,103,7.32,5.628,120,1
18117,Schoko-Hexe,1990,2,6,20,5,283,8,0,4,5.67,5.504,120,0
232242,Wanted 7,2017,2,6,40,8,191,8,2,34,6.5,5.551,120,0
194505,Tallinn,2016,2,4,20,10,268,19,4,32,5.88,5.526,120,0
316632,La Marche du Crabe,2020,2,2,15,8,300,0,3,29,7.46,5.624,120,1
1207,Big Deal,2001,2,6,120,12,249,21,1,7,5.59,5.501,120,0
2916,File 13,1983,1,4,30,10,238,8,2,5,5.19,5.477,120,0
273814,Deliverance,2022,1,4,120,13,53,1,10,262,8.79,5.601,120,1
74596,Flash Point,2010,1,6,30,12,340,4,5,71,6.94,5.597,120,1
248761,Bat Cup,2018,2,4,120,14,309,10,3,36,7.34,5.6,120,1
137141,Batman Miniature Game,2012,2,2,60,12,266,3,10,85,7.86,5.627,120,1
324853,Exit: The Game – Kidnapped in Fortune City,2021,1,4,90,10,501,4,37,259,8.23,5.685,120,1
33020,Bata-Waf,2006,2,4,15,3,276,4,0,4,5.09,5.467,120,0
1908,G.O.O.T.M.U.,1992,2,6,60,12,195,16,9,30,5.53,5.499,120,0
145766,Gamedec,2013,1,6,75,12,185,3,7,24,6.54,5.548,120,1
312965,Hogs of War: The Miniatures Game,2020,1,4,90,10,20,0,4,43,8.83,5.528,120,1
5990,Blood & Iron,1993,2,2,300,0,502,23,3,11,6.39,5.554,120,0
43245,Caesar's Gallic War,2009,2,2,180,12,264,8,44,112,7.06,5.59,120,1
66888,Dizios,2009,2,4,30,6,235,11,1,20,5.93,5.52,120,0
263938,Paupers' Ladder,2019,2,4,90,14,203,8,7,70,7.5,5.58,120,1
35017,Chaos Isle: Zombi Deck,2008,1,6,30,13,286,38,6,52,6.13,5.51,120,0
108341,Dynamite Nurse,2011,3,5,50,16,360,13,12,76,6.4,5.556,120,0
1278,Dutch InterCity,1999,2,6,45,12,149,0,59,84,6.9,5.595,120,1
310611,Sherlock Far West: Disparos al amanecer,2020,1,8,60,10,319,5,0,14,7.09,5.604,120,1
108832,Chocoly,2011,2,4,30,8,196,13,2,14,6.14,5.541,120,0
32333,Die Wiege der Renaissance,2007,2,4,60,12,370,34,6,13,5.84,5.519,120,0
10878,Visual Game,1991,4,6,1,0,255,3,0,1,6.01,5.533,120,0
239682,Noises at Night,2018,2,4,20,8,392,15,15,78,6.55,5.558,120,1
10472,The East is Red: The Sino Soviet War,1974,2,2,360,12,520,29,3,21,5.85,5.513,120,0
248928,The White Tribe: Rhodesia's War 1966-1980,2018,1,1,180,12,308,6,59,203,8.17,5.654,120,1
267661,Crossing the Line: Aachen 1944,2019,1,2,600,0,337,2,35,97,8.27,5.654,120,1
137968,Schmovie,2013,3,99,35,13,320,15,3,26,6.1,5.531,120,0
119109,"Go Goblin, Go!",2012,2,6,60,13,318,27,3,15,5.84,5.514,120,0
324345,キャットインザボックス (Cat in the box),2020,3,4,45,10,109,0,77,162,7.7,5.648,120,1
4914,"Great War at Sea: 1898, The Spanish American War",2000,2,4,30,12,419,17,9,24,6.59,5.561,120,1
192353,Spooky Castle,2016,2,4,20,6,344,23,9,30,5.42,5.49,120,0
194032,Dragon Rapid Fire,2016,2,4,15,3,278,5,4,15,5.38,5.483,120,0
284189,Foundations of Rome,2022,2,4,90,13,227,0,86,511,7.56,5.613,120,1
7774,Striker,1981,2,2,180,14,345,7,5,20,6.59,5.566,120,1
741,Trajan,1991,2,2,180,12,620,20,10,34,6.86,5.589,120,1
2105,Sopwith,1978,2,6,60,8,227,11,17,41,6.65,5.567,120,1
256997,Perseverance: Castaway Chronicles – Episodes 1 & 2,2022,1,4,180,14,245,3,93,981,7.55,5.616,120,1
221263,Space Invaders Dice!,2017,1,4,20,6,382,20,10,53,5.66,5.505,120,0
237009,Urbino,2017,2,2,45,10,203,3,45,201,8.13,5.667,120,1
6732,Aces High,1980,1,2,30,10,453,27,11,41,6.43,5.554,120,0
191906,Family Flutter-By,2016,2,4,20,5,184,5,1,9,5.92,5.522,120,0
269623,Unicorn Glitterluck: Cloud Stacking,2019,1,4,15,4,309,2,3,34,6.37,5.555,120,0
3360,Lexicon,1932,1,4,30,8,465,16,2,9,5.65,5.505,120,0
96672,TieBreaker,2011,2,99,1,13,452,29,9,37,5.89,5.523,120,0
265752,Exceed: Street Fighter – Ryu Box,2019,2,2,25,10,473,12,19,65,8.02,5.663,120,1
3715,Gregory Horror Show,2002,2,4,90,10,283,24,10,9,4.93,5.456,120,0
4770,Star Trek: The Next Generation Collectible Dice Game,1996,2,2,45,10,428,35,29,36,5.12,5.463,120,0
1727,Summit,1961,3,6,60,12,415,45,8,28,5.73,5.508,120,0
274056,HEL: The Last Saga,2022,1,4,120,18,270,8,30,407,8.42,5.554,120,1
293875,UNDO: Forbidden Knowledge,2019,2,6,90,10,311,6,9,49,6.21,5.539,119,0
202589,Chromosome,2016,2,4,60,8,185,14,3,72,5.87,5.517,119,0
32683,Scene It? Harry Potter Second Edition,2007,2,12,60,8,410,10,1,22,5.42,5.488,119,0
4794,Soldier King,1982,2,4,180,12,292,25,7,14,5.95,5.527,119,0
298017,Treelings,2020,2,5,30,8,284,13,5,80,5.98,5.527,119,0
4983,Der Herr der Ringe: Die Zwei Türme,2002,2,4,60,10,280,19,7,8,5.81,5.517,119,0
2854,Exploration,1967,2,5,45,8,262,7,9,18,5.57,5.499,119,0
462,Esels-Rennen,1989,2,6,15,8,217,8,1,8,5.52,5.499,119,0
31767,Outburst II,1991,2,10,60,0,399,18,0,3,5.6,5.502,119,0
144607,Bitter Woods: Designer Edition,2014,0,2,480,0,496,13,40,116,7.79,5.622,119,1
40801,Docker,2008,2,4,5,8,214,8,7,32,5.66,5.5,119,0
2809,Star Force Terra #1: Contact!,1991,2,6,60,10,288,22,3,21,6.26,5.541,119,0
32194,Saba: Palast der Königin,2007,2,4,45,10,207,18,3,20,5.52,5.493,119,0
7138,The Killing Ground,2002,2,4,300,12,426,2,50,122,8.06,5.645,119,1
297,Stadens Nyckel,1998,3,6,120,9,224,13,3,4,5.27,5.487,119,0
175497,Dinosaur Escape,2015,2,4,20,4,361,1,10,40,5.6,5.503,119,0
4799,Dicemaster: Cities of Doom,1996,2,2,90,12,324,27,17,31,5.67,5.51,119,0
127646,Black Stories: Mittelalter Edition,2012,2,15,20,12,343,5,0,10,5.88,5.52,119,0
1140,Ballonrennen,1977,2,5,60,12,245,17,25,43,5.85,5.521,119,0
179547,Victus: Barcelona 1714,2015,1,4,180,12,259,7,4,30,7.46,5.625,119,1
209190,Coin Quest,2016,2,5,30,10,290,35,10,54,6.07,5.536,119,0
4110,X-Men Trading Card Game,2000,2,2,20,10,309,44,1,9,4.15,5.407,119,0
2841,Tennis,1975,2,4,45,8,306,34,2,10,4.8,5.453,119,0
200371,NecronomiCards,2016,2,4,45,10,306,13,1,28,6.73,5.55,119,1
240100,Match Me!: What color is this?,2017,2,6,20,6,117,5,12,35,7.05,5.586,119,1
256956,Exchange,2019,3,6,45,10,299,18,30,113,6.94,5.585,119,1
43393,Cubiko,2009,2,4,10,6,133,8,9,28,6.49,5.567,119,0
206904,Twilight of the Gods,2017,2,4,90,13,601,46,8,104,7.31,5.585,119,1
5784,Polterdice,2003,2,5,60,10,209,17,2,10,4.57,5.436,119,0
281258,Sub Terra II: Inferno's Edge,2022,1,6,75,10,126,1,48,381,7.76,5.6,119,1
2699,Fire Team,1987,2,2,240,12,439,22,9,38,6.96,5.584,119,1
31336,Corunea,2008,2,4,30,15,383,41,21,89,6.64,5.555,119,1
178349,Empires at Sea: Deluxe Edition,2016,2,5,130,14,319,26,15,76,6.74,5.563,119,1
7177,Guadalcanal: Semper Fi Series,2003,2,2,360,12,441,15,11,23,6.65,5.572,119,1
124000,Inception,2011,4,8,30,15,196,3,1,17,6.58,5.555,119,1
310194,Surrealist Dinner Party,2021,2,4,50,0,399,12,19,130,6.91,5.583,119,1
85567,Passing Shot,2010,2,2,30,5,183,4,4,14,6.83,5.569,119,1
99698,Micro Space Empire,2011,1,1,10,0,220,0,7,163,6.48,5.555,119,0
20590,Second World War at Sea: Bismarck,2005,2,2,30,12,483,13,16,58,7.18,5.6,119,1
9559,The Hamburger Game,1989,2,4,30,5,199,5,2,21,5.36,5.477,119,0
151683,Ars Universalis,2015,2,4,45,10,160,7,1,35,7.12,5.591,119,1
5694,Highly Suspect,2002,2,4,20,6,219,6,16,39,6.17,5.545,119,0
60126,Take it Higher!,2009,1,6,25,0,185,6,22,55,6.86,5.589,119,1
1503,Mid-East Peace,1990,2,6,120,12,260,23,9,22,5.08,5.47,119,0
1969,Point Of Law,1972,1,12,60,10,583,50,5,28,4.77,5.452,119,0
4107,Hang in There!,2000,2,4,10,7,206,12,5,25,5.98,5.535,118,0
16985,Gelb gewinnt!,2005,2,8,30,7,220,17,1,7,4.87,5.458,118,0
39342,Bet Your Brain,2008,2,0,60,12,223,16,1,3,4.71,5.445,118,0
126728,Dice's Zoo,2012,2,4,5,6,137,7,3,12,5.59,5.506,118,0
42731,Lock 'n Load: Heroes of the Gap,2011,2,2,90,12,314,13,27,89,8.06,5.639,118,1
9803,Operation Michael,2002,2,2,180,12,519,13,19,54,6.81,5.577,118,1
165302,King Down,2015,2,4,30,8,544,63,2,21,4.81,5.46,118,0
108012,Collapsible D: The Final Minutes of the Titanic,2012,3,6,30,12,171,5,25,75,6.69,5.559,118,1
17924,Anno Domini: Frauen,1999,2,8,30,10,291,2,1,10,6.83,5.587,118,1
144958,Iwo: Bloodbath in the Bonins 19 Feb – 17 Mar 1945,2013,1,2,120,12,403,8,16,59,6.94,5.586,118,1
649,Thieves of Bagdad,1999,3,6,90,10,314,28,4,18,5.98,5.525,118,0
238136,Elementum,2018,1,4,30,10,221,7,3,25,6.76,5.557,118,1
1517,Ani-Mayhem,1996,1,4,45,10,209,17,9,11,5.32,5.477,118,0
185380,"Exceed: Red Horizon – Satoshi, Mei Lien, Morathi, and Baelkhor",2016,2,2,20,10,444,14,3,24,7.87,5.644,118,1
6578,Electronic Dream Phone,1991,1,4,20,9,262,12,11,46,5.92,5.507,118,0
160234,1750: Britain vs. France,2017,2,2,60,13,272,23,22,80,6.78,5.57,118,1
5502,Yu-Gi-Oh! Dungeon Dice Monsters,2002,2,2,30,8,212,17,16,43,6.19,5.513,118,0
142333,Mob Town,2013,2,4,30,8,330,17,2,31,6.63,5.569,118,1
136146,Hell's Gate,2013,1,2,90,12,308,10,28,79,6.9,5.592,118,1
306494,Rolling Village!,2019,1,12,15,8,204,1,1,47,7.14,5.594,118,1
85563,Skippity,2010,2,4,30,5,238,3,3,28,6.34,5.555,118,0
3476,Shadowrun: DMZ Downtown Militarized Zone,1990,2,2,30,12,396,33,12,33,5.23,5.477,118,0
218519,Warstones,2017,2,4,30,12,185,9,7,63,7.08,5.576,118,1
228740,Kitten Klash,2018,2,2,2,6,337,36,2,18,5.79,5.5,118,0
6918,1940,1980,2,2,120,12,358,10,10,20,6.43,5.558,118,0
31926,TAIJI,2007,2,2,30,7,107,1,12,62,6.39,5.556,118,0
5129,The Simpsons: LOSER Takes All!,2001,2,6,30,8,333,24,0,4,3.98,5.399,118,0
35294,Indiana Jones DVD Adventure Game,2008,2,4,30,8,420,49,4,11,4.97,5.46,118,0
42131,War of the Ring,2009,2,2,180,10,313,6,3,44,7.25,5.607,118,1
3766,Second Front,1994,2,2,1440,12,389,12,19,29,7.32,5.594,118,1
19623,Handy,2005,3,6,30,8,157,10,15,48,5.82,5.522,118,0
183508,Monopoly: Fallout Collector's Edition,2015,2,6,180,0,489,6,3,29,5.92,5.503,118,0
144631,Futterneid,2013,2,5,10,8,239,14,4,29,5.67,5.511,118,0
4915,Great War at Sea 2: The North & Baltic Seas,1998,2,4,180,12,365,18,9,22,6.76,5.572,118,1
154515,Vampir Mau Mau,2014,2,4,30,8,298,14,0,6,5.78,5.519,118,0
60464,Black Stories 5,2009,2,15,20,12,346,7,0,15,6.11,5.539,118,0
225645,Gyrating Hamsters,2017,2,5,30,13,427,12,2,34,6.7,5.538,118,1
193161,Tubyrinth,2016,1,6,20,8,176,9,2,26,6.32,5.539,118,0
